Country,Year,Month,Branch,Position,Name,Status,Gender,File,CIA Updated,Created,First Name,ga_first_name,ga_gender,ga_accuracy,ga_samples
Burundi,2020,January,NA,Min. of External Relations & Intl. Cooperation,Ezechiel NIBIGIRA,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Ezechiel,Ezechiel,male,100,5
Burundi,2020,January,NA,"Min. of Finance, Budget, & Privatization",Domitien NDIHOKUBWAO,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Domitien,Domitien,male,100,13
Burundi,2020,January,NA,Min. of Higher Education & Scientific Research,Janviere NDIRAHISHA,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Janviere,Janviere,female,100,2
Burundi,2020,January,NA,Min. of Interior & Patriotic Training,Pascal BARANDAGIYE,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Pascal,Pascal,male,100,36
Burundi,2020,January,NA,Min. of Justice & Keeper of the Seals,Aimee Laurentine KANYANA,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Aimee Laurentine,Aimee,female,75,4
Burundi,2020,January,NA,Min. of National Defense & War Veterans,Emannuel NTAHOMVUKIYE,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Emannuel,Emannuel,male,100,53
Burundi,2020,January,NA,"Min. of Posts, Information Technology, Communication, & the Media",Nestor BANKUMUKUNZI,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Nestor,Nestor,male,100,28
Burundi,2020,January,NA,Min. of Public Health & Fight Against AIDS,"Josiane NIJIMBERE, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Josiane,Josiane,female,100,8
Burundi,2020,January,NA,Min. of Public Security,Alain Guilaume BUNYONI,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Alain Guilaume,Alain,male,100,52
Burundi,2020,January,NA,"Min. of Transport, Public Works, & Equipment",Virginie CIZA,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Virginie,Virginie,female,100,6
Burundi,2020,January,NA,"Min. of Youth, Sports, & Culture",Jean Bosco HITIMANA,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Jean Bosco,Jean Bosco,male,100,21
Burundi,2020,January,NA,Min. Representing the Presidency to the East African Community,Leontine NZAYIMANA,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Leontine,Leontine,female,98,328
Burundi,2020,January,NA,"Governor, Central Bank",Jean CIZA,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Jean,Jean,male,96,133
Burundi,2020,January,NA,Ambassador to the US,Ernest NDABASHINZE,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Ernest,Ernest,male,94,18
Burundi,2020,January,NA,"Permanent Representative to the UN, New York",Albert SHINGIRO,Titular,NA,January2020ChiefsDirectory.pdf,6-Feb-19,10/6/2021 1:05,Albert,Albert,male,100,17
Cabo Verde,2020,January,NA,Pres.,Jorge Carlos de Almeida FONSECA,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Jorge Carlos de Almeida,Jorge Carlos de Almeida,male,98,269331
Cabo Verde,2020,January,NA,Prime Min.,Ulisses CORREIA E SILVA,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Ulisses,Ulisses,male,100,812
Cabo Verde,2020,January,NA,Min. of Agriculture & Environment,Gilberto SILVA,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Gilberto,Gilberto,male,100,12805
Cabo Verde,2020,January,NA,Min. of Culture & Media,Abraao VICENTE,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Abraao,Abraao,male,100,222
Cabo Verde,2020,January,NA,Min. of Economy,Jose GONCALVES,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Jose,Jose,male,97,148383
Cabo Verde,2020,January,NA,Min. of Education,Maritza ROSABAL,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Maritza,Maritza,female,99,9585
Cabo Verde,2020,January,NA,Min. of Finance,Olavo CORREIA,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Olavo,Olavo,male,99,323
Cabo Verde,2020,January,NA,"Min. of Foreign Affairs, Defense, & Communities",Luis Filipe TAVARES,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Luis Filipe,Luis Filipe,male,99,536
Cabo Verde,2020,January,NA,Min. of Health & Social Security,Arlindo DO ROSARIO,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Arlindo,Arlindo,male,99,1241
Cabo Verde,2020,January,NA,Min. of Infrastructure,Eunice SILVA,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Eunice,Eunice,female,99,8117
Cabo Verde,2020,January,NA,Min. of Justice,Janine LELIS,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Janine,Janine,female,98,9033
Cabo Verde,2020,January,NA,"Min. of the Presidency, Parliamentary Affairs, & Sports",Fernando Elisio FREIRE,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Fernando Elisio,Fernando Elisio,male,99,77922
Cabo Verde,2020,January,NA,Ambassador to the US,Carlos VEIGA,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Carlos,Carlos,male,99,174998
Cabo Verde,2020,January,NA,"Permanent Representative to the UN, New York",Fernando Jorge WAHNON FERREIRA,Titular,NA,January2020ChiefsDirectory.pdf,16-Jul-19,10/6/2021 1:05,Fernando Jorge,Fernando Jorge,male,99,95
Cambodia,2020,January,NA,King,Norodom SIHAMONI,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Norodom,Norodom,male,100,3
Cambodia,2020,January,NA,Prime Min.,HUN SEN,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Hun,Hun,male,85,40
Cambodia,2020,January,NA,Permanent Dep. Prime Min.,BIN CHHIN,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,BIN CHHIN,Bin Chhin,male,70,20
Cambodia,2020,January,NA,Dep. Prime Min.,AUNG PORN MONIROTH,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Aung,Aung,male,100,2
Cambodia,2020,January,NA,Dep. Prime Min.,CHEA SOPHARA,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Chea,Chea,male,79,160
Cambodia,2020,January,NA,Dep. Prime Min.,HOR NAMHONG,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Hor,Hor,male,87,15
Cambodia,2020,January,NA,Dep. Prime Min.,KE KIMYAN,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Ke,Ke,male,83,12
Cambodia,2020,January,NA,Dep. Prime Min.,KONG SAM OL,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Kong,Kong,male,74,105
Cambodia,2020,January,NA,Dep. Prime Min.,MEN SAM AN,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Men,Men,male,87,23
Cambodia,2020,January,NA,Dep. Prime Min.,NHEK BUNCHHAY,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Nhek,Nhek,male,75,4
Cambodia,2020,January,NA,Dep. Prime Min.,SAR KHENG,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Sar,Sar,male,63,8
Cambodia,2020,January,NA,Dep. Prime Min.,PRAK SOKHONN,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Prak,Prak,male,89,28
Cambodia,2020,January,NA,Dep. Prime Min.,YIM CHHAI LY,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Yim,Yim,male,92,26
Cambodia,2020,January,NA,Min. of the Office of the Council of Ministers (Acting),BIN CHHIN,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,BIN CHHIN,Bin Chhin,male,70,20
Cambodia,2020,January,NA,"Min. of Agriculture, Forestry, & Fisheries",VENG SAKHON,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Veng,Veng,male,85,13
Cambodia,2020,January,NA,Min. of Commerce,PAN SORASAK,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Pan,Pan,male,86,7
Cambodia,2020,January,NA,Min. of Cults & Religious Affairs,HIM CHHEM,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Him,Him,male,77,22
Cambodia,2020,January,NA,Min. of Culture & Fine Arts,PHOEUNG SAKONA,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Phoeung,Phoeung,male,75,4
Cambodia,2020,January,NA,Min. of Economy & Finance,AUN PORN MONIROTH,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Aun,Aun,unknown,50,6
Cambodia,2020,January,NA,"Min. of Education, Youth, & Sport",HANG CHUON NARON,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Hang,,,,
Cambodia,2020,January,NA,Min. of Environment,SAY SAMAL,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Say,Say,male,91,23
Cambodia,2020,January,NA,Min. of Foreign Affairs & Intl. Cooperation,PRAK SOKHON,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Prak,Prak,male,89,28
Cambodia,2020,January,NA,Min. of Health,MAM BUN HENG,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Mam,Mam,male,75,8
Cambodia,2020,January,NA,Min. of Industry & Handicraft,CHAM PRASIDH,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Cham,Cham,male,100,3
Cambodia,2020,January,NA,Min. of Information,KHIEU KANHARITH,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Khieu,Khieu,male,100,3
Cambodia,2020,January,NA,Min. of Interior,SAR KHENG,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Sar,Sar,male,63,8
Cambodia,2020,January,NA,Min. of Justice,ANG VONG VATTANA,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Ang,Ang,male,73,15
Cambodia,2020,January,NA,Min. of Labor & Vocational Training,ITH SAM HENG,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Ith,Ith,male,75,8
Cambodia,2020,January,NA,"Min. of Land Management, Urbanization, & Construction",CHEA SOPHARA,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Chea,Chea,male,79,160
Cambodia,2020,January,NA,Min. of Mines & Energy,SUY SEM,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Suy,Suy,male,83,18
Cambodia,2020,January,NA,Min. of Planning,CHHAY THAN,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Chhay,Chhay,male,80,44
Cambodia,2020,January,NA,Min. of Posts & Telecommunications,TRAM IV TEUK,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Tram,Tram,male,100,2
Cambodia,2020,January,NA,Min. of Public Works & Transportation,SUN CHANTHOL,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Sun,Sun,male,75,61
Cambodia,2020,January,NA,"Min. of Relations With the National Assembly, Senate, & Inspection",MEN SAM AN,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Men,Men,male,87,23
Cambodia,2020,January,NA,Min. of Rural Development,OUK RABUN,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Ouk,Ouk,male,66,35
Cambodia,2020,January,NA,"Min. of Social Affairs, War Veterans, & Youth Rehabilitation",VORNG SAUT,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Vorng,Vorng,male,67,3
Cambodia,2020,January,NA,Min. of Tourism,THONG KHON,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Thong,Thong,male,92,12
Cambodia,2020,January,NA,Min. of Water Resources & Meteorology,LIM KEAN-HAO,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Lim,Lim,male,80,105
Cambodia,2020,January,NA,Min. of Women's Affairs,"Ing Kantha PHAVI, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Ing Kantha,Ing,male,90,10
Cambodia,2020,January,NA,"Governor, State Bank",CHEA CHANTO,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Chea,Chea,male,79,160
Cambodia,2020,January,NA,Ambassador to the US,CHUM SOUNRY,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Chum,Chum,male,79,19
Cambodia,2020,January,NA,"Permanent Representative to the UN, New York",SOVANN KE,Titular,NA,January2020ChiefsDirectory.pdf,25-Sep-19,10/6/2021 1:05,Sovann,Sovann,male,88,56
Cameroon,2020,January,NA,Prime Min.,Joseph Dion NGUTE,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Joseph Dion,Joseph,male,99,1106
Cameroon,2020,January,NA,Dep. Prime Min.,Amadou ALI,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Amadou,Amadou,male,98,123
Cameroon,2020,January,NA,Sec. Gen. of the Presidency,Ferdinand NGOH NGOH,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Ferdinand,Ferdinand,male,99,179
Cameroon,2020,January,NA,Dep. Sec. Gen. of the Presidency,Paul Che ELUNG,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Paul Che,Paul Che,male,96,938
Cameroon,2020,January,NA,Dep. Sec. Gen. of the Presidency,Moustapha MOHAMADOU,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Moustapha,Moustapha,male,98,91
Cameroon,2020,January,NA,Min.-Del. at the Presidency in Charge of Defense,Joseph Beti ASSOMO,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Joseph Beti,Joseph Beti,male,98,1108
Cameroon,2020,January,NA,Min.-Del. at the Presidency in Charge of Public Contracts,Ibrahim TALBA MALLA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Ibrahim,Ibrahim,male,96,292
Cameroon,2020,January,NA,Min.-Del. at the Presidency in Charge of Relations With the Parliament,Bolvine WAKATA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Bolvine,,,,
Cameroon,2020,January,NA,Min.-Del. at the Presidency in Charge of the Supreme State Audit Bench,Mba Acha FOMUNDAM,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Mba Acha,Mba Acha,male,69,35
Cameroon,2020,January,NA,Min. in Charge of Special Duties at the Presidency,Paul Mingo GHOGHOMU,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Paul Mingo,Paul Mingo,male,98,866
Cameroon,2020,January,NA,Min. in Charge of Special Duties at the Presidency,Hamadou MUSTAPHA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Hamadou,Hamadou,male,92,87
Cameroon,2020,January,NA,Min. in Charge of Special Duties at the Presidency,Benoit NDONG SOUMHET,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Benoit,Benoit,male,99,134
Cameroon,2020,January,NA,Min. in Charge of Special Duties at the Presidency,Rene Emmanuel SADI,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Rene Emmanuel,Rene Emmanuel,male,98,1397
Cameroon,2020,January,NA,Min. of Arts & Culture,Pierre Ismael BIDOUNG KPWATT,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Pierre Ismael,Pierre Ismael,male,99,980
Cameroon,2020,January,NA,Min. of Basic Education,Laurent Serge ETOUNDI NGOA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Laurent Serge,Laurent Serge,male,98,1417
Cameroon,2020,January,NA,Min. of Civil Service & Admin. Reform,Michel Ange ANGOUIN,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Michel Ange,Michel Ange,male,100,7
Cameroon,2020,January,NA,Min. of Commerce,Luc Magloire MBARGA ATANGANA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Luc Magloire,Luc Magloire,male,95,328
Cameroon,2020,January,NA,Min. of Decentralization & Local Development,George Obam ELANGA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,George Obam,George Obam,male,94,121
Cameroon,2020,January,NA,"Min. of Economy, Planning, & Regional Development",Alamine Ousmane MEY,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Alamine Ousmane,Alamine Ousmane,male,100,46
Cameroon,2020,January,NA,Min. of Employment & Professional Training,Bakary ISSA TCHIROMA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Bakary,Bakary,male,94,18
Cameroon,2020,January,NA,Min. of External Relations,Lejeune MBELLA MBELLA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Lejeune,Lejeune,male,100,6
Cameroon,2020,January,NA,Min. of Finance,Louis-Paul MOTAZE,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Louis-Paul,Louis-Paul,male,100,6
Cameroon,2020,January,NA,Min. of Forestry & Wildlife,Jules Doret NDONGO,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Jules Doret,Jules,male,99,523
Cameroon,2020,January,NA,Min. of Higher Education,Jacques Fame NDONGO,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Jacques Fame,Jacques,male,99,552
Cameroon,2020,January,NA,Min. of Justice & Keeper of the Seals,Jean de Dieu MOMO,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Jean de Dieu,Jean de Dieu,male,100,26
Cameroon,2020,January,NA,Min. of Labor & Social Insurance,Gregroire OWONA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Gregroire,Gregroire,male,75,4
Cameroon,2020,January,NA,Min. of Land Tenure & State Property,Henri EYEBE AYISSI,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Henri,Henri,male,98,365
Cameroon,2020,January,NA,Min. of Livestock & Fisheries,Aboubakary SARKI,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Aboubakary,Aboubakary,male,100,9
Cameroon,2020,January,NA,Min. of National Education,Alim YOUSSOUF,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Alim,Alim,male,88,32
Cameroon,2020,January,NA,Min. of Posts & Telecommunications,Minette Libom Li LIKENG,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Minette Libom Li,Minette Li,female,96,53
Cameroon,2020,January,NA,Min. of Public Health,Malachie MANAOUDA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Malachie,Malachie,male,100,3
Cameroon,2020,January,NA,Min. of Scientific Research & Innovation,Madeleine TCHUENTE,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Madeleine,Madeleine,female,99,289
Cameroon,2020,January,NA,Min. of Secondary Education,Pauline Lyonga NALOVA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Pauline Lyonga,Pauline Lyonga,female,96,308
Cameroon,2020,January,NA,"Min. of Small and Medium-Sized Enterprises, Social Economy, & Handicrafts",Achille BASSILEKIN III,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Achille,Achille,male,98,440
Cameroon,2020,January,NA,Min. of Social Affairs,Pauline Irene NGUENE,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Pauline Irene,Pauline Irene,female,98,582
Cameroon,2020,January,NA,Min. of Sports & Physical Education,Narcisse MOUELLE KOMBI,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Narcisse,Narcisse,male,97,270
Cameroon,2020,January,NA,Min. of Territorial Admin.,Paul Atanga NJI,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Paul Atanga,Paul Atanga,male,98,879
Cameroon,2020,January,NA,Min. of Tourism,Baba HAMADOU,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Baba,Baba,male,98,55
Cameroon,2020,January,NA,Min. of Transport,Zakariaou NJOYA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Zakariaou,Zakariaou,male,75,4
Cameroon,2020,January,NA,Min. of Urban Development & Housing,Celestine Keutcha COURTES,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Celestine Keutcha,Celestine,female,86,69
Cameroon,2020,January,NA,Min. of Water & Energy,George Essomba ELOUNDA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,George Essomba,George Essomba,male,91,138
Cameroon,2020,January,NA,Min. of Women & Family Protection,Marie Theresa Abena ONDOA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Marie Theresa Abena,Marie Theresa Abena,female,98,1615
Cameroon,2020,January,NA,Min. of Youth & Civic Education,Mounouna FOUTSOU,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Mounouna,,,,
Cameroon,2020,January,NA,Sec. of State for the Gendarmerie,Landry ETOGA,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Landry,Landry,male,95,442
Cameroon,2020,January,NA,Sec. of State for Public Works,Armand NJODOM,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Armand,Armand,male,99,540
Cameroon,2020,January,NA,"Governor, Central Bank",Philibert ANDZEMBE,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Philibert,Philibert,male,100,9
Cameroon,2020,January,NA,Ambassador to the US,Henri ETOUNDI Essomba,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Henri  Essomba,Henri Essomba,male,96,388
Cameroon,2020,January,NA,"Permanent Representative to the UN, New York",Michel Tommo MONTHE,Titular,NA,January2020ChiefsDirectory.pdf,7-Jan-19,10/6/2021 1:05,Michel Tommo,Michel,male,96,806
Canada,2020,January,NA,Governor Gen.,Julie PAYETTE,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Julie,Julie,female,99,1472
Canada,2020,January,NA,Prime Min.,Justin Pierre James TRUDEAU,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Justin Pierre James,Justin Pierre James,male,99,6104
Canada,2020,January,NA,Dep. Prime Min. & Min. of Intergovernmental Affairs,Chrystia FREELAND,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Chrystia,Chrystia,female,100,2
Canada,2020,January,NA,Min. of Agriculture & Agri-Food,Marie-Claude BIBEAU,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Marie-Claude,Marie-Claude,female,98,195
Canada,2020,January,NA,Min. of Canadian Heritage,Steven GUILBEAULT,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Steven,Steven,male,99,1236
Canada,2020,January,NA,Min. of Crown-Indigenous Relations,Carolyn BENNETT,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Carolyn,Carolyn,female,99,366
Canada,2020,January,NA,Min. of Digital Government,Joyce MURRY,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Joyce,Joyce,female,98,250
Canada,2020,January,NA,Min. of Diversity & Inclusion & Youth,Bardish CHAGGER,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Bardish,,,,
Canada,2020,January,NA,Min. of Economic Development & Official Languages,Melanie JOLY,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Melanie,Melanie,female,99,822
Canada,2020,January,NA,"Min. of Employment, Workforce Development, & Disability Inclusion",Carla QUALTROUGH,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Carla,Carla,female,100,275
Canada,2020,January,NA,Min. of Environment & Climate Change,Jonathan WILKINSON,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Jonathan,Jonathan,male,100,1923
Canada,2020,January,NA,Min. of Finance,William Francis MORNEAU,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,William Francis,William Francis,male,100,1893
Canada,2020,January,NA,"Min. of Fisheries, Oceans, & the Canadian Coast Guard",Bernadette JORDAN,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Bernadette,Bernadette,female,98,88
Canada,2020,January,NA,Min. of Foreign Affairs,Francois-Philippe CHAMPAGNE,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Francois-Philippe,Francois-Philippe,male,100,1284
Canada,2020,January,NA,Min. of Health,Patty HAJDU,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Patty,Patty,female,95,87
Canada,2020,January,NA,"Min. of Immigration, Refugees, & Citizenship",Marco E. L. MENDICINO,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Marco,Marco,male,100,414
Canada,2020,January,NA,Min. of Indigenous Services,Marc MILLER,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Marc,Marc,male,100,1432
Canada,2020,January,NA,Min. of Infrastructure & Communities,Catherine MCKENNA,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Catherine,Catherine,female,99,1010
Canada,2020,January,NA,"Min. of Innovation, Science, & Industry",Navdeep Singh BAINS,Titular,NA,January2020ChiefsDirectory.pdf,21-Nov-19,10/6/2021 1:05,Navdeep Singh,Navdeep Singh,male,86,36
